,Team,Pistol Rounds Won,First Kills,KAST,Clutches,Eco,Semi-Eco,Half-Buy,Full-Buy,+1,-1,0,+2,-2,-3,+3,+4,-4,Result
0,APK,0.42857142857142855,24.0,0.6757142857142858,0.1210450748441082,0.07142857142857142,0.07714285714285715,0.47285714285714286,0.47000000000000003,0.7699999999999999,0.1789285714285714,0.44607142857142856,0.8499999999999999,0.07857142857142854,0.0,0.9857142857142858,0.8571428571428571,0.0,0.0
1,BBL,0.5961538461538461,26.615384615384617,0.7207692307692308,0.1558685345068046,0.11615384615384615,0.27692307692307694,0.5692307692307692,0.5638461538461539,0.7871153846153847,0.27499999999999997,0.5684615384615385,0.9084615384615383,0.08589743589743587,0.03153846153846154,0.9503846153846154,0.9230769230769231,0.0,0.6153846153846154
2,FNC,0.48717948717948717,29.076923076923077,0.7284615384615385,0.170187561373558,0.17923076923076925,0.23076923076923078,0.5484615384615384,0.6192307692307693,0.8034615384615384,0.2382692307692308,0.47865384615384615,0.9407692307692308,0.06615384615384613,0.028846153846153848,0.9615384615384616,0.8461538461538461,0.0,0.7692307692307693
3,FUT,0.548611111111111,24.166666666666668,0.7033333333333333,0.1544892986082337,0.09416666666666668,0.2025,0.5325000000000001,0.535,0.7491666666666666,0.22916666666666663,0.5341666666666667,0.9338888888888889,0.12638888888888886,0.012083333333333333,0.8595833333333333,0.9014550264550265,0.0,0.5
4,GX,0.3125,24.625,0.6925,0.1097531579515088,0.15,0.13875,0.42125,0.49624999999999997,0.7268749999999999,0.1859375,0.4153125,0.8516666666666667,0.05666666666666665,0.00875,0.90625,0.375,0.0,0.25
5,KC,0.4722222222222222,28.22222222222222,0.7355555555555555,0.14689158129255134,0.05888888888888889,0.17444444444444446,0.5533333333333332,0.5833333333333334,0.7836111111111111,0.2675,0.5433333333333333,0.8992592592592593,0.04037037037037034,0.0,0.9888888888888889,0.8888888888888888,0.0,0.3333333333333333
6,M8,0.4166666666666667,25.0,0.6777777777777777,0.09889600690112196,0.13666666666666666,0.16555555555555557,0.4788888888888889,0.49,0.6505555555555556,0.20777777777777778,0.42583333333333334,0.8577777777777778,0.039259259259259244,0.013888888888888888,0.953888888888889,0.7777777777777778,0.0,0.3333333333333333
7,MKOI,0.4642857142857143,23.142857142857142,0.6785714285714286,0.1252774319276782,0.1285714285714286,0.08285714285714287,0.37857142857142856,0.4642857142857143,0.6946428571428571,0.1692857142857143,0.38178571428571434,0.9347619047619047,0.08999999999999998,0.0,0.7142857142857143,0.7142857142857143,0.0,0.14285714285714285
8,NAVI,0.5416666666666667,27.3,0.6980000000000001,0.14944939472557833,0.083,0.05,0.466,0.525,0.7695000000000001,0.21800000000000003,0.46925,0.876,0.0913333333333333,0.01,0.9,0.9,0.0,0.4
9,TH,0.4935897435897436,26.384615384615383,0.7292307692307692,0.16021555486199335,0.10230769230769231,0.2523076923076923,0.543076923076923,0.58,0.759423076923077,0.1873076923076923,0.5382692307692307,0.9446153846153845,0.07743589743589742,0.022307692307692306,0.9561538461538461,0.9230769230769231,0.0,0.6923076923076923
10,TL,0.5235294117647059,32.588235294117645,0.7241176470588235,0.15485996998980733,0.2917647058823529,0.2188235294117647,0.5541176470588235,0.5900000000000001,0.7923529411764706,0.2514705882352941,0.5208823529411765,0.9276470588235294,0.06764705882352938,0.0058823529411764705,0.9255882352941176,0.8127917833800187,0.0,0.7058823529411765
11,VIT,0.585,25.4,0.701,0.1681473156473156,0.0,0.22000000000000003,0.564,0.5940000000000001,0.8545,0.27599999999999997,0.55925,0.962,0.12899999999999998,0.0,0.9914999999999999,0.7,0.0,0.6
