,Team,Pistol Rounds Won,First Kills,KAST,Clutches,Eco,Semi-Eco,Half-Buy,Full-Buy,+1,-1,0,+2,-2,-3,+3,+4,-4,Result
10,NRG,0.5277777777777778,24.88888888888889,0.7266666666666667,0.10684571734473323,0.0,0.09444444444444444,0.54,0.44999999999999996,0.646426282051282,0.1525,0.38638888888888884,0.8774928774928775,0.05185185185185182,0.0,0.9740865384615385,0.87,0.0,0.3333333333333333
11,SEN,0.506547619047619,30.642857142857142,0.7378571428571429,0.16761711367686002,0.16999999999999998,0.24714285714285714,0.5021428571428571,0.6071428571428571,0.7881318681318682,0.2692857142857143,0.5228571428571429,0.9206959706959708,0.12142857140476189,0.0,0.9769368131868132,0.88,0.0,0.7142857142857143
12,APK,0.42857142857142855,24.0,0.6757142857142858,0.1210450748441082,0.07142857142857142,0.07714285714285715,0.47285714285714286,0.47000000000000003,0.7699999999999999,0.1789285714285714,0.44607142857142856,0.8499999999999999,0.07857142857142854,0.0,0.9857142857142858,0.8571428571428571,0.0,0.0
13,BBL,0.5961538461538461,26.615384615384617,0.7207692307692308,0.1558685345068046,0.11615384615384615,0.27692307692307694,0.5692307692307692,0.5638461538461539,0.7871153846153847,0.27499999999999997,0.5684615384615385,0.9084615384615383,0.08589743589743587,0.03153846153846154,0.9503846153846154,0.9230769230769231,0.0,0.6153846153846154
14,FNC,0.48717948717948717,29.076923076923077,0.7284615384615385,0.170187561373558,0.17923076923076925,0.23076923076923078,0.5484615384615384,0.6192307692307693,0.8034615384615384,0.2382692307692308,0.47865384615384615,0.9407692307692308,0.06615384615384613,0.028846153846153848,0.9615384615384616,0.8461538461538461,0.0,0.7692307692307693
15,FUT,0.548611111111111,24.166666666666668,0.7033333333333333,0.1544892986082337,0.09416666666666668,0.2025,0.5325000000000001,0.535,0.7491666666666666,0.22916666666666663,0.5341666666666667,0.9338888888888889,0.12638888888888886,0.012083333333333333,0.8595833333333333,0.9014550264550265,0.0,0.5
16,GX,0.3125,24.625,0.6925,0.1097531579515088,0.15,0.13875,0.42125,0.49624999999999997,0.7268749999999999,0.1859375,0.4153125,0.8516666666666667,0.05666666666666665,0.00875,0.90625,0.375,0.0,0.25
17,KC,0.4722222222222222,28.22222222222222,0.7355555555555555,0.14689158129255134,0.05888888888888889,0.17444444444444446,0.5533333333333332,0.5833333333333334,0.7836111111111111,0.2675,0.5433333333333333,0.8992592592592593,0.04037037037037034,0.0,0.9888888888888889,0.8888888888888888,0.0,0.3333333333333333
18,M8,0.4166666666666667,25.0,0.6777777777777777,0.09889600690112196,0.13666666666666666,0.16555555555555557,0.4788888888888889,0.49,0.6505555555555556,0.20777777777777778,0.42583333333333334,0.8577777777777778,0.039259259259259244,0.013888888888888888,0.953888888888889,0.7777777777777778,0.0,0.3333333333333333
19,MKOI,0.4642857142857143,23.142857142857142,0.6785714285714286,0.1252774319276782,0.1285714285714286,0.08285714285714287,0.37857142857142856,0.4642857142857143,0.6946428571428571,0.1692857142857143,0.38178571428571434,0.9347619047619047,0.08999999999999998,0.0,0.7142857142857143,0.7142857142857143,0.0,0.14285714285714285
20,NAVI,0.5416666666666667,27.3,0.6980000000000001,0.14944939472557833,0.083,0.05,0.466,0.525,0.7695000000000001,0.21800000000000003,0.46925,0.876,0.0913333333333333,0.01,0.9,0.9,0.0,0.4
21,TH,0.4935897435897436,26.384615384615383,0.7292307692307692,0.16021555486199335,0.10230769230769231,0.2523076923076923,0.543076923076923,0.58,0.759423076923077,0.1873076923076923,0.5382692307692307,0.9446153846153845,0.07743589743589742,0.022307692307692306,0.9561538461538461,0.9230769230769231,0.0,0.6923076923076923
22,TL,0.5235294117647059,32.588235294117645,0.7241176470588235,0.15485996998980733,0.2917647058823529,0.2188235294117647,0.5541176470588235,0.5900000000000001,0.7923529411764706,0.2514705882352941,0.5208823529411765,0.9276470588235294,0.06764705882352938,0.0058823529411764705,0.9255882352941176,0.8127917833800187,0.0,0.7058823529411765
23,VIT,0.585,25.4,0.701,0.1681473156473156,0.0,0.22000000000000003,0.564,0.5940000000000001,0.8545,0.27599999999999997,0.55925,0.962,0.12899999999999998,0.0,0.9914999999999999,0.7,0.0,0.6
24,BME,0.6111111111111112,26.555555555555557,0.7266666666666667,0.18908504751852842,0.0,0.4633333333333333,0.548888888888889,0.52,0.7627777777777778,0.2361111111111111,0.5375,0.8518518518518517,0.05555555555555553,0.034444444444444444,0.9383333333333334,0.7777777777777778,0.0,0.5555555555555556
25,DFM,0.45370370370370366,20.22222222222222,0.6655555555555556,0.11488817900653646,0.0,0.3466666666666667,0.43777777777777777,0.4011111111111111,0.6886111111111111,0.20777777777777778,0.4528703703703704,0.8988888888888888,0.05851851851851849,0.007777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.2222222222222222
26,DRX,0.5769230769230769,33.30769230769231,0.7330769230769231,0.1452998337154035,0.13307692307692306,0.2623076923076923,0.5561538461538462,0.5776923076923077,0.7832692307692307,0.22596153846153846,0.49326923076923074,0.9112820512820512,0.027692307692307676,0.0,0.9934615384615384,0.8461538461538461,0.0,0.7692307692307693
27,GE,0.375,20.125,0.67375,0.1299613077233313,0.0,0.22125,0.47000000000000003,0.46499999999999997,0.7259375,0.1984375,0.5211458333333333,0.9183333333333333,0.08166666666666664,0.0,0.84375,0.5,0.0,0.25
28,GEN,0.494047619047619,27.571428571428573,0.7335714285714285,0.16117272737026528,0.09,0.20785714285714288,0.6771428571428572,0.6192857142857143,0.8467857142857144,0.24499999999999997,0.5658928571428571,0.9547619047619048,0.10142857142857141,0.028928571428571432,0.9778571428571429,0.9285714285714286,0.0,0.6428571428571429
29,NS,0.4924242424242424,30.90909090909091,0.72,0.1661998325002896,0.13,0.24454545454545454,0.5681818181818182,0.5736363636363636,0.7827272727272727,0.23386363636363636,0.4681818181818182,0.9472727272727273,0.08636363636363634,0.0,1.0,0.9090909090909091,0.0,0.5454545454545454
30,PRX,0.5791666666666666,28.916666666666668,0.7333333333333334,0.16733830062508212,0.08333333333333333,0.3383333333333334,0.5299999999999999,0.575,0.7664583333333334,0.269375,0.4827083333333333,0.9413888888888889,0.07027777777777774,0.007083333333333334,0.98,0.9166666666666666,0.0,0.5
31,RRQ,0.5166666666666667,33.76923076923077,0.7276923076923077,0.17257280274077835,0.10230769230769231,0.09769230769230769,0.5115384615384616,0.5953846153846154,0.7938461538461539,0.23461538461538461,0.5153846153846154,0.9617948717948719,0.07128205128205126,0.007692307692307693,1.0,0.7692307692307693,0.0,0.6153846153846154
32,T1,0.37179487179487175,30.846153846153847,0.6976923076923077,0.1246792457291891,0.12076923076923077,0.17307692307692307,0.5646153846153846,0.5515384615384615,0.7690384615384616,0.23346153846153844,0.49903846153846154,0.9161538461538462,0.05461538461538458,0.007692307692307693,0.8846153846153846,0.8461538461538461,0.0,0.5384615384615384
33,TLN,0.5069444444444444,24.666666666666668,0.6883333333333334,0.12843767689313665,0.016666666666666666,0.11,0.4891666666666667,0.5033333333333333,0.75875,0.22229166666666667,0.535,0.9516666666666667,0.0458333333333333,0.0,0.875,0.8333333333333334,0.0,0.5
34,TS,0.5357142857142857,25.285714285714285,0.6785714285714286,0.11550174081212299,0.10714285714285714,0.19,0.4585714285714286,0.48,0.7342857142857142,0.19035714285714286,0.34500000000000003,0.9057142857142857,0.05619047619047617,0.0,0.9714285714285714,1.0,0.0,0.14285714285714285
35,ZETA,0.4642857142857143,25.0,0.6614285714285714,0.1471761168153358,0.09428571428571429,0.09571428571428572,0.48,0.5085714285714286,0.6846428571428571,0.19142857142857142,0.5167857142857143,0.91,0.03666666666666666,0.01,1.0,0.7142857142857143,0.0,0.2857142857142857
